Gender,RFCM,Time,Influence,Du lịch,Thể thao điện tử,Phim ảnh,Âm nhạc,Thời trang,Đọc sánh,Hội họa - mỹ thuật,Thể thao,Chụp ảnh,chơi game,Biên tập viên,phóng viên,Viết,dancing,Uống trà sữa cùng hội chị em.,Maths_score,Physics_score,Chemistry_score,English_score,Literature_score,History_score,Geography_score,Major
1,4,4.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,5.75,5.75,8.5,7.25,8.5,8.5,Sư phạm tiểu học
1,3,3.0,4.0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,7.25,8.5,5.75,2.5,7.25,5.75,5.75,Sư phạm tiểu học
1,4,4.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,5.75,5.75,8.5,7.25,8.5,8.5,Sư phạm tiểu học
1,3,5.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,9.5,7.25,8.5,8.5,9.5,Sư phạm tiểu học
1,4,4.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,5.75,5.75,8.5,7.25,8.5,8.5,Sư phạm tiểu học
0,4,5.0,5.0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,7.25,7.25,5.75,5.75,7.25,8.5,8.5,Sư phạm tiểu học
1,4,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,8.5,7.25,7.25,8.5,8.5,Hóa học
0,4,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,8.5,Hóa học
1,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Hóa học
0,3,4.0,4.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Hóa học
0,0,5.0,4.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,9.5,8.5,Hóa học
0,3,4.0,4.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,8.5,Hóa học
0,3,4.0,4.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Hóa học
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,0,5.0,4.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,9.5,8.5,Hóa học
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,8.5,Hóa học
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,8.5,Hóa học
0,3,4.0,4.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Hóa học
0,4,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,3,4.0,4.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Hóa học
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,0,5.0,4.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,9.5,8.5,Hóa học
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,8.5,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
0,0,5.0,4.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,9.5,8.5,Hóa học
0,0,5.0,4.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,9.5,8.5,Hóa học
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
1,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Hóa học
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,8.5,Hóa học
0,4,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,0,5.0,4.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,9.5,8.5,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
1,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Hóa học
1,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Hóa học
0,4,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,0,5.0,4.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,9.5,8.5,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,8.5,Hóa học
1,4,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,8.5,7.25,7.25,8.5,8.5,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
0,4,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
1,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Hóa học
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,8.5,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
1,4,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,8.5,7.25,7.25,8.5,8.5,Hóa học
1,4,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,8.5,7.25,7.25,8.5,8.5,Hóa học
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,3,4.0,4.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Hóa học
0,4,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,0,5.0,4.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,9.5,8.5,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
0,0,5.0,4.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,9.5,8.5,Hóa học
0,3,4.0,4.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Hóa học
1,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Hóa học
1,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Hóa học
0,3,4.0,4.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Hóa học
1,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Hóa học
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
0,3,4.0,4.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
0,0,5.0,4.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,9.5,8.5,Hóa học
1,4,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,8.5,7.25,7.25,8.5,8.5,Hóa học
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,8.5,Hóa học
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,3,4.0,4.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Hóa học
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,8.5,Hóa học
1,4,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,8.5,7.25,7.25,8.5,8.5,Hóa học
0,3,4.0,4.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Hóa học
0,4,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
1,4,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,8.5,7.25,7.25,8.5,8.5,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
1,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Hóa học
0,4,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
0,4,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
1,4,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,8.5,7.25,7.25,8.5,8.5,Hóa học
0,4,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,8.5,Hóa học
0,4,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Hóa học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,8.5,Hóa học
0,1,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,8.5,7.25,7.25,8.5,8.5,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,8.5,9.5,8.5,Y học cổ truyền
1,4,5.0,5.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9.5,7.25,8.5,8.5,7.25,8.5,8.5,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,8.5,9.5,8.5,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,8.5,7.25,7.25,8.5,8.5,Y học cổ truyền
1,4,4.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,8.5,9.5,8.5,Y học cổ truyền
1,4,4.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,8.5,9.5,8.5,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,8.5,7.25,7.25,8.5,8.5,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,8.5,7.25,7.25,8.5,8.5,Y học cổ truyền
1,4,4.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,8.5,7.25,7.25,8.5,8.5,Y học cổ truyền
1,4,4.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,8.5,9.5,8.5,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,8.5,7.25,7.25,8.5,8.5,Y học cổ truyền
1,4,5.0,5.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9.5,7.25,8.5,8.5,7.25,8.5,8.5,Y học cổ truyền
1,4,4.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,8.5,9.5,8.5,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,5.0,5.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9.5,7.25,8.5,8.5,7.25,8.5,8.5,Y học cổ truyền
1,4,5.0,5.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9.5,7.25,8.5,8.5,7.25,8.5,8.5,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,8.5,9.5,8.5,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,5.0,5.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9.5,7.25,8.5,8.5,7.25,8.5,8.5,Y học cổ truyền
1,4,4.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,8.5,9.5,8.5,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,8.5,7.25,7.25,8.5,8.5,Y học cổ truyền
1,4,4.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,8.5,7.25,7.25,8.5,8.5,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
1,4,5.0,5.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9.5,7.25,8.5,8.5,7.25,8.5,8.5,Y học cổ truyền
1,4,5.0,5.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9.5,7.25,8.5,8.5,7.25,8.5,8.5,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
1,4,5.0,5.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9.5,7.25,8.5,8.5,7.25,8.5,8.5,Y học cổ truyền
1,4,4.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,8.5,7.25,7.25,8.5,8.5,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,8.5,7.25,7.25,8.5,8.5,Y học cổ truyền
1,4,4.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,8.5,9.5,8.5,Y học cổ truyền
1,4,4.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,8.5,7.25,7.25,8.5,8.5,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,8.5,9.5,8.5,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,5.0,5.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9.5,7.25,8.5,8.5,7.25,8.5,8.5,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,8.5,9.5,8.5,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
1,3,3.0,3.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,9.5,8.5,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,8.5,9.5,8.5,8.5,9.5,8.5,Y học cổ truyền
1,3,5.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,8.5,7.25,9.5,7.25,7.25,7.25,7.25,Y học cổ truyền
1,4,4.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,8.5,7.25,7.25,8.5,8.5,Y học cổ truyền
1,4,5.0,5.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9.5,7.25,8.5,8.5,7.25,8.5,8.5,Y học cổ truyền
0,1,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,8.5,7.25,7.25,7.25,Y học cổ truyền
